1 1020
2 1077
3 1186
4 1232
5 1233
6 1339
7 1370
8 1411
9 1455
10 1459
11 1602
12 1723
13 1820
14 1926
15 2039
16 2136
17 2212
18 2299
19 2396
20 2501
21 2613
22 2766
23 2923
24 3131
25 3270
26 3361
27 3499
28 3594
29 3764
30 3923
31 4022
32 4112
33 4162
34 4239
35 4316
36 4390
37 4463
38 4530
39 4620
40 4713
41 4811
42 4906
43 5033
44 5117
45 5248
46 5387
47 5504
48 5573
49 5648
50 5771
51 5897
52 6057
53 6213
54 6398
55 6595
56 6742
57 6896
58 7069
59 7253
60 7429
61 7595
62 7821
63 7971
64 8119
65 8264
66 8395
67 8534
68 8660
69 8799
70 8990
71 9151
72 9312
73 9441
74 9571
75 9705
76 9847
77 9981
78 10121
79 10266
80 10394
81 10525
82 10616
83 10721
84 10876
85 11044
86 11205
87 11350
88 11483
89 11586
90 11701
91 11836
92 11936
93 11983
94 12042
95 12129
96 12215
97 12258
98 12311
99 12371
100 12459
101 12545
102 12624
103 12712
104 12792
105 12859
106 12949
107 13031
108 13109
109 13185
110 13228
111 13293
112 13355
113 13409
114 13445
115 13498
116 13544
117 13544
