1 1024
2 1044
3 1075
4 1096
5 1139
6 1200
7 1247
8 1320
9 1358
10 1418
11 1459
12 1502
13 1544
14 1599
15 1656
16 1699
17 1750
18 1783
19 1834
20 1881
21 1918
22 1978
23 2121
24 2198
25 2255
26 2324
27 2393
28 2464
29 2542
30 2658
31 2781
32 2827
33 2900
34 2959
35 2999
36 3035
37 3088
38 3150
39 3204
40 3348
41 3400
42 3474
43 3512
44 3576
45 3604
46 3619
47 3667
48 3698
49 3723
50 3756
51 3771
52 3788
53 3801
54 3819
55 3848
56 3884
57 3910
58 3936
59 3966
60 3979
61 4002
62 4029
63 4070
64 4097
65 4121
66 4139
67 4153
68 4191
69 4216
70 4238
71 4265
72 4275
73 4298
74 4325
75 4325
