1 1031
2 1077
3 1142
4 1166
5 1181
6 1216
7 1224
8 1250
9 1275
10 1303
11 1349
12 1414
13 1431
14 1485
15 1510
16 1592
17 1636
18 1664
19 1702
20 1713
21 1742
22 1802
23 1863
24 1881
25 1908
26 1941
27 1973
28 2045
29 2086
30 2133
31 2177
32 2215
33 2247
34 2260
35 2333
36 2366
37 2368
38 2435
39 2514
40 2567
41 2592
42 2649
43 2745
44 2803
45 2833
46 2870
47 3018
48 3065
49 3148
50 3251
51 3345
52 3376
53 3592
54 3632
55 3697
56 3848
57 4008
58 4166
59 4271
60 4348
61 4420
62 4452
63 4476
64 4527
65 4576
66 4613
67 4646
68 4681
69 4720
70 4720
