1 621
2 665
3 701
4 701
5 766
6 767
7 848
8 863
9 904
10 936
11 971
12 1006
13 1089
14 1089
15 1228
16 1303
17 1347
18 1378
19 1488
20 1558
21 1639
22 1709
23 1762
24 1764
25 1850
26 1881
27 1965
28 2099
29 2119
30 2311
31 2378
32 2424
33 2504
34 2688
35 2797
36 2820
37 2900
38 3097
39 3119
40 3218
41 3271
42 3476
43 3504
44 3687
45 3790
46 3880
47 4014
48 4429
49 4454
50 4789
51 5062
52 5158
53 5289
54 5362
55 5520
56 5716
57 5878
58 6016
59 6080
60 6204
61 6204
62 6430
63 6555
64 6599
65 6713
66 6713
67 6807
68 6807
69 6930
70 7025
71 7096
72 7118
73 7136
74 7175
75 7254
76 7286
77 7315
78 7336
79 7361
80 7363
81 7399
82 7452
83 7466
84 7479
85 7497
86 7497
87 7524
88 7534
89 7569
90 7569
