1 17
2 17
3 17
4 18
5 18
6 18
7 18
8 19
9 19
10 19
11 19
12 20
13 22
14 25
15 26
16 27
17 28
18 29
19 29
20 29
21 31
22 31
23 32
24 32
25 32
26 33
27 33
28 35
29 35
30 35
31 36
32 37
33 38
34 39
35 40
36 42
37 44
38 44
39 44
40 45
41 46
42 47
43 47
44 47
45 50
46 50
47 51
48 52
49 53
50 54
51 58
52 59
53 62
54 63
55 64
56 64
57 64
58 65
59 65
60 66
61 67
62 70
63 72
64 77
65 77
66 79
67 79
68 82
69 83
70 83
71 85
72 85
73 87
74 85
75 85
76 86
77 88
78 89
79 91
80 92
81 92
82 93
83 94
84 95
85 95
86 96
87 97
88 97
89 98
90 98
91 98
92 98
93 98
94 98
95 98
96 99
97 100
98 100
99 100
100 101
101 101
102 101
103 102
104 102
105 102
106 102
107 102
108 102
109 104
110 104
111 104
112 105
113 105
114 106
115 106
116 106
117 106
