1 1017
2 1058
3 1213
4 1246
5 1331
6 1430
7 1536
8 1629
9 1738
10 1841
11 1854
12 1917
13 2054
14 2130
15 2218
16 2307
17 2366
18 2427
19 2505
20 2591
21 2661
22 2748
23 2825
24 2911
25 3001
26 3105
27 3214
28 3272
29 3374
30 3475
31 3564
32 3626
33 3682
34 3761
35 3834
36 3892
37 3992
38 4043
39 4096
40 4124
41 4209
42 4277
43 4304
44 4349
45 4388
46 4419
47 4458
48 4488
49 4525
50 4587
51 4618
52 4665
53 4694
54 4737
55 4767
56 4795
57 4824
58 4843
59 4865
60 4889
61 4903
62 4925
63 4955
64 4981
65 5013
66 5042
67 5056
68 5071
69 5087
70 5104
71 5116
72 5139
73 5160
74 5177
75 5179
76 5196
77 5205
78 5214
79 5230
80 5265
81 5276
82 5297
83 5297
