1 1029
2 1114
3 1198
4 1220
5 1452
6 1666
7 1918
8 2359
9 2416
10 2574
11 2844
12 3259
13 3428
14 3646
15 3953
16 4417
17 4740
18 5231
19 5536
20 5906
21 6233
22 6907
23 7440
24 7906
25 8513
26 9111
27 9754
28 10400
29 11033
30 11561
31 12152
32 12522
33 12816
34 13136
35 13671
36 14274
37 14825
38 15349
39 15935
40 16432
41 16830
42 17292
43 17896
44 18501
45 19046
46 19661
47 20130
48 20367
49 21091
50 21677
51 22415
52 23222
53 24011
54 24591
55 24938
56 25735
57 26356
58 26912
59 27591
60 28205
61 29017
62 30113
63 30759
64 31887
65 32895
66 33890
67 34787
68 35676
69 36024
70 36683
71 37529
72 38257
73 38962
74 39659
75 40368
76 40758
77 41419
78 42183
79 43018
80 43738
81 44369
82 44972
83 45530
84 46141
85 47249
86 48131
87 48807
88 49620
89 50137
90 50473
91 50919
92 51397
93 51766
94 52111
95 52492
96 52836
97 53031
98 53407
99 53702
100 53975
101 54268
102 54473
103 54709
104 54831
105 54831
