1,24028.555952,766,1
782.078991183836,25455.72365262,770.473097310394,22.6969753640167
1608.32089200196,26967.091156453,776.482849783027,45.6484954651966
2482.42850367759,28567.5521838246,784.08102309903,69.9296392804658
3407.23015395367,30262.2257817163,793.322046544119,95.6189726886362
4385.79464471315,32056.6535604032,804.266822597478,122.801741509396
5421.21476067768,33956.4202541171,816.976775468137,151.563857762738
6516.98272737251,35967.8085063516,831.52377186162,182.002329218739
7676.5094790137,38096.9593264112,847.977544950462,214.211905520506
8903.77757632713,40351.0041869485,866.42259725065,248.303215071739
10202.5194589195,42736.6412196278,886.936969228331,284.379938359442
11577.2782161002,45261.9610087674,909.619331792978,322.568274267388
13032.1188712802,47934.2331706554,934.556193967333,362.981141864966
14572.3341989012,50762.7597313309,961.863966584689,405.765564946143
16202.6232907273,53755.9181748449,991.645631586696,451.052075863463
17928.1507723475,56922.8507337303,1024.0154047221,498.984138665297
19754.3167994772,60273.1017327397,1059.09345384142,549.711760005064
21687.1602814055,63817.208189502,1097.0147839321,603.402689966342
23733.5207328763,67566.9373739037,1137.93280914844,660.246918018235
25899.3042331951,71532.7416558334,1181.98108296994,720.408504465328
28191.1786564849,75726.2466928171,1229.31071150203,784.072670907742
30616.080265549,80159.5272292519,1280.07946412808,851.432094302416
33182.8486288151,84847.3256581775,1334.48776066041,922.732322027515
35899.4749855771,89803.3180874482,1392.71810343438,998.195336397303
38773.8442821362,95041.1212734623,1454.95141071719,1078.04016709708
41814.600463259,100575.466810809,1521.38606316425,1162.50692743005
45030.940744102,106421.885757759,1592.23331429485,1251.85109955989
48435.1263078552,112599.694305289,1667.77184373213,1346.41327719434
52036.1304935908,119124.440335175,1748.20974300075,1446.44272362044
55844.7037191727,126013.926520181,1833.79456778892,1552.23806619107
59872.0224827636,133286.603744963,1924.78398302178,1664.10976800671
64131.0806300156,140962.85271267,2021.47502756693,1782.41877482595
68635.9328465165,149064.287065814,2124.18820142415,1907.5555006407
73398.7544531757,157611.04493049,2233.20561978921,2039.85815405831
78433.3287475409,166625.001383184,2348.84436777471,2179.70961039704
83753.9663947033,176128.773015991,2471.43377026373,2327.50739430093
89378.6218083813,186147.2852154,2601.3769219906,2483.75024722444
95322.8372869592,196704.72656971,2739.03112007186,2648.86990637847
101602.990957667,207826.18231304,2884.77199167954,2823.32132680219
108236.529645142,219537.75143872,3038.99809181685,3007.5891500346
115242.814343808,231865.865150253,3202.14339879659,3202.21118982277
122646.462974698,244836.068969211,3374.73231873404,3407.87128791919
130463.757578325,258477.975106384,3557.15601822604,3625.02173024615
138715.552597878,272820.559488459,3749.8848279475,3854.24181588252
147423.41057988,287893.569667689,3953.40465626524,4096.13051374943
156609.602174181,303727.524821894,4168.21698923804,4351.3064626102
166297.106133962,320353.715754464,4394.83889061664,4620.40797107037
176511.686910962,337800.073016152,4633.82580052755,4904.15072945194
187287.584737786,356079.85058766,4885.8339761189,5203.48587008849
198644.768365387,375236.865162495,5151.37087236608,5518.96808911473
210610.468806575,395302.67028549,5431.03144460269,5851.35381529243
223212.74152897,416309.359729647,5725.42750264802,6201.42237926123
236480.466454996,438289.567496132,6035.18771080705,6569.97601353858
250443.347961888,461276.467814285,6360.95758787039,6957.83985251984
265132.961849086,485291.134476079,6703.37123368538,7365.89101535739
280585.75251269,510306.354150861,7062.97039024728,7795.14186209896
296831.246554904,536388.930549594,7440.52273401281,8246.41258886771
313903.175795323,563565.389636475,7836.72149819078,8720.64020519425
331836.156316553,591862.07550357,8252.27515535094,9218.78628385177
350665.68846421,621305.150370806,8687.90741742393,9741.83696085602
370428.156846917,651920.594585976,9144.35723570136,10290.8029354654
391157.938695399,683708.934504248,9622.22197742906,10866.6391455755
412878.753597869,716569.64163172,10121.4882928801,11470.0044788623
435637.144221306,750593.744622574,10643.347887413,12102.1918072509
459470.976558486,785788.530382425,11188.4891839833,12764.2529801981
484418.832308215,822159.63080464,11757.6067034964,13457.2597281922
510520.008875338,859711.022770349,12351.4010648072,14182.3036627534
537814.51937073,898445.028148436,12970.57898472,14940.4962764336
566333.541581615,938326.179917624,13615.5042507871,15732.7036323184
596069.567876741,979168.291967566,14285.106897031,16558.7171818576
627090.176721044,1021064.88452487,14981.0408031433,17420.4141337666
659431.315118115,1063985.44556964,15703.7838709394,18318.7930314195
693129.077459189,1107895.65798251,16453.7993318914,19254.8565123553
728219.705523146,1152757.39954458,17231.5357471287,20229.6113082778
764739.588476509,1198528.74293744,18037.427007438,21244.0682450554
802708.207761089,1245130.78426417,18871.3594704712,22298.7684822475
