Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
237	:	1624958712.270	     5.303	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_WB_Bankura
238	:	1624958712.787	     5.338	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Ghaziabad
239	:	1624958713.308	     5.333	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_BR_Saran
240	:	1624958713.848	     5.300	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_KL_Kasaragod
241	:	1624958714.367	     5.273	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MH_Wardha
242	:	1624958714.880	     5.269	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_OR_Koraput
244	:	1624958715.950	     4.506	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Katni
243	:	1624958715.437	     5.277	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Bareilly
245	:	1624958716.482	     5.301	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_RJ_Baran
247	:	1624958717.574	     4.458	0	364	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AR_East_Kameng
246	:	1624958717.014	     5.265	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_OR_Deogarh
248	:	1624958718.101	     5.312	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AP_Prakasam
249	:	1624958718.608	     5.371	0	367	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_RJ_Sawai_Madhopur
250	:	1624958719.149	     5.279	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Jhabua
251	:	1624958719.678	     5.329	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AP_Anantapur
252	:	1624958720.189	     5.292	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Datia
253	:	1624958720.697	     5.249	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JH_Garhwa
254	:	1624958721.261	     5.300	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Meerut
255	:	1624958721.784	     5.281	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Shamli
256	:	1624958722.309	     5.339	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Kushinagar
257	:	1624958722.873	     5.315	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JK_Reasi
259	:	1624958723.972	     4.534	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_CT_Bijapur
258	:	1624958723.413	     5.331	0	366	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TR_South_Tripura
260	:	1624958724.503	     5.315	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JK_Kulgam
261	:	1624958725.008	     5.758	0	572	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TN_Perambalur
262	:	1624958725.518	     5.335	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TN_Sivaganga
263	:	1624958726.055	     5.375	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_OR_Malkangiri
264	:	1624958726.561	     5.279	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Mahoba
265	:	1624958727.064	     5.390	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MH_Gadchiroli
266	:	1624958727.619	     5.276	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_KA_Kolar
267	:	1624958728.142	     5.299	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MZ_Aizawl
268	:	1624958728.675	     5.272	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_HR_Sonipat
269	:	1624958729.209	     5.319	0	357	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_BR_Gaya
270	:	1624958729.772	     5.319	0	378	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_PB_Shahid_Bhagat_Singh_Nagar
271	:	1624958730.304	     5.291	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_OR_Kalahandi
272	:	1624958730.813	     5.298	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_CT_Narayanpur
273	:	1624958731.320	     5.276	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_KA_Bidar
274	:	1624958731.841	     5.319	0	365	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Shahjahanpur
275	:	1624958732.351	     5.365	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TN_Namakkal
276	:	1624958732.867	     5.369	0	367	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JH_East_Singhbhum
277	:	1624958733.384	     5.381	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_HR_Rohtak
278	:	1624958733.934	     5.354	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TN_Thiruvarur
279	:	1624958734.480	     5.273	0	357	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Rewa
280	:	1624958734.997	     5.281	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_CT_Korba
281	:	1624958735.515	     5.333	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_WB_Kalimpong
282	:	1624958736.060	     5.384	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Chitrakoot
283	:	1624958736.596	     5.299	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_GJ_Anand
284	:	1624958737.160	     5.309	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JK_Punch
286	:	1624958738.237	     4.503	0	371	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_ML_East_Jaintia_Hills
285	:	1624958737.681	     5.302	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JK_Rajouri
287	:	1624958738.754	     4.559	0	371	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TN_Airport_Quarantine
289	:	1624958739.792	     4.812	0	569	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_SK_Unknown
290	:	1624958740.318	     4.540	0	366	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AR_Pakke_Kessang
288	:	1624958739.287	     5.624	0	569	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_RJ_Udaipur
291	:	1624958740.848	     5.218	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_OR_Sambalpur
292	:	1624958741.378	     5.707	0	567	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Basti
293	:	1624958741.895	     5.714	0	567	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_GJ_Patan
294	:	1624958742.438	     5.671	0	572	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_KA_Davanagere
295	:	1624958742.984	     5.273	0	357	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_CT_Durg
296	:	1624958743.498	     5.280	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_HP_Mandi
297	:	1624958744.008	     5.297	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_BR_Gopalganj
298	:	1624958744.579	     5.555	0	570	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TN_Nilgiris
300	:	1624958745.669	     4.512	0	364	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Hoshangabad
299	:	1624958745.103	     5.289	0	367	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Ambedkar_Nagar
302	:	1624958746.768	     4.533	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MZ_Saiha
301	:	1624958746.202	     5.296	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Rae_Bareli
304	:	1624958747.858	     4.674	0	567	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JH_Pakur
303	:	1624958747.314	     5.271	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JH_Khunti
305	:	1624958748.364	     5.276	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TN_Salem
307	:	1624958749.415	     4.522	0	368	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_ML_East_Garo_Hills
306	:	1624958748.883	     5.244	0	368	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_KA_Bengaluru_Urban
308	:	1624958749.939	     5.269	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_LA_Kargil
309	:	1624958750.466	     4.866	0	571	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AR_Lepa_Rada
311	:	1624958751.497	     4.446	0	371	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TN_Railway_Quarantine
310	:	1624958750.974	     5.246	0	372	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Gautam_Buddha_Nagar
312	:	1624958752.002	     5.327	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Aligarh
313	:	1624958752.513	     5.661	0	568	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_RJ_Nagaur
314	:	1624958753.072	     5.280	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JK_Anantnag
315	:	1624958753.579	     5.253	0	369	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_ML_East_Khasi_Hills
316	:	1624958754.120	     5.205	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UT_Nainital
318	:	1624958755.183	     4.516	0	369	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AP_Foreign_Evacuees
317	:	1624958754.657	     5.641	0	571	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_KL_Alappuzha
319	:	1624958755.686	     5.304	0	367	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_CT_Janjgir_Champa
320	:	1624958756.220	     5.296	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JH_Dhanbad
321	:	1624958756.731	     5.263	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_BR_Purnia
322	:	1624958757.247	     5.240	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Varanasi
323	:	1624958757.804	     5.249	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_PB_Rupnagar
324	:	1624958758.353	     5.233	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JH_Hazaribagh
325	:	1624958758.870	     5.295	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_GJ_Dahod
326	:	1624958759.400	     5.224	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_BR_Sitamarhi
327	:	1624958759.909	     5.307	0	364	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TN_Thiruvallur
328	:	1624958760.414	     5.361	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MH_Sindhudurg
330	:	1624958761.517	     4.480	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AR_Namsai
329	:	1624958760.967	     5.296	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_OR_Dhenkanal
331	:	1624958762.034	     5.305	0	365	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Kanpur_Dehat
332	:	1624958762.562	     5.315	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_PB_Faridkot
333	:	1624958763.092	     5.312	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_CT_Bametara
334	:	1624958763.627	     5.274	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Barabanki
336	:	1624958764.698	     4.496	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_NL_Zunheboto
335	:	1624958764.165	     5.252	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_HR_Bhiwani
337	:	1624958765.215	     5.229	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Sitapur
338	:	1624958765.744	     5.439	0	567	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_RJ_Bundi
339	:	1624958766.264	     5.338	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_PY_Puducherry
340	:	1624958766.769	     5.332	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AR_Tirap
341	:	1624958767.338	     5.236	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_HR_Karnal
343	:	1624958768.403	     4.498	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TG_Unknown
342	:	1624958767.877	     5.301	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Gorakhpur
344	:	1624958768.907	     5.234	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Balaghat
345	:	1624958769.416	     5.419	0	569	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Gwalior
346	:	1624958769.958	     5.284	0	371	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_KL_Thiruvananthapuram
347	:	1624958770.493	     5.296	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MH_Chandrapur
348	:	1624958771.020	     5.289	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TR_Dhalai
349	:	1624958771.569	     5.194	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UT_Uttarkashi
350	:	1624958772.099	     5.281	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JH_Ranchi
351	:	1624958772.615	     5.295	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_KA_Ramanagara
352	:	1624958773.152	     5.304	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TN_Tirupathur
353	:	1624958773.667	     5.315	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AP_Chittoor
354	:	1624958774.188	     5.318	0	364	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_WB_Murshidabad
355	:	1624958774.748	     5.262	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AP_Srikakulam
356	:	1624958775.280	     5.220	0	368	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Lakhimpur_Kheri
357	:	1624958775.790	     5.227	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_CT_Bastar
358	:	1624958776.310	     5.309	0	367	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TN_Ramanathapuram
359	:	1624958776.835	     5.259	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_OR_Kendujhar
360	:	1624958777.377	     5.273	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JK_Shopiyan
361	:	1624958777.909	     5.327	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MH_Palghar
362	:	1624958778.449	     5.265	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Gonda
363	:	1624958778.982	     5.334	0	377	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_CT_Dakshin_Bastar_Dantewada
364	:	1624958779.506	     5.305	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Rampur
365	:	1624958780.010	     5.315	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Jaunpur
366	:	1624958780.540	     5.266	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MH_Jalgaon
367	:	1624958781.055	     5.208	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_CT_Sukma
368	:	1624958781.579	     5.267	0	364	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_GJ_Gandhinagar
369	:	1624958782.093	     5.289	0	364	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UT_Rudraprayag
370	:	1624958782.614	     5.273	0	364	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_CT_Rajnandgaon
371	:	1624958783.175	     5.268	0	364	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_RJ_Hanumangarh
372	:	1624958783.714	     5.286	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_HR_Faridabad
373	:	1624958784.270	     5.222	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_BR_Bhojpur
374	:	1624958784.791	     5.226	0	370	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_WB_North_24_Parganas
375	:	1624958785.324	     5.278	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UT_Haridwar
376	:	1624958785.845	     5.353	0	357	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_RJ_Pali
377	:	1624958786.375	     5.354	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Mathura
378	:	1624958786.889	     5.253	0	357	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_PY_Mahe
379	:	1624958787.422	     5.259	0	592	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_DL_Delhi
380	:	1624958787.925	     5.226	0	369	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_HP_Lahaul_and_Spiti
381	:	1624958788.443	     5.187	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_HP_Shimla
382	:	1624958788.999	     5.254	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_HR_Panchkula
383	:	1624958789.531	     5.254	0	364	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Bulandshahr
385	:	1624958790.602	     4.505	0	369	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_ML_South_Garo_Hills
384	:	1624958790.058	     5.230	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MH_Kolhapur
386	:	1624958791.137	     5.207	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_KA_Bagalkote
387	:	1624958791.669	     4.748	0	570	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AR_Shi_Yomi
389	:	1624958792.681	     4.444	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AN_Unknown
388	:	1624958792.178	     5.246	0	366	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AP_West_Godavari
390	:	1624958793.187	     5.256	0	367	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_WB_Uttar_Dinajpur
391	:	1624958793.705	     5.476	0	567	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_BR_Siwan
392	:	1624958794.254	     5.286	0	365	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TN_Kancheepuram
393	:	1624958794.785	     5.293	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Sheopur
394	:	1624958795.288	     5.243	0	364	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_RJ_Chittorgarh
395	:	1624958795.822	     5.259	0	357	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Dhar
397	:	1624958796.850	     4.452	0	372	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AR_Lower_Dibang_Valley
396	:	1624958796.340	     5.243	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_HP_Kangra
398	:	1624958797.398	     5.213	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_BR_Patna
399	:	1624958797.910	     5.290	0	368	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_KA_Chikkaballapura
400	:	1624958798.418	     5.275	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_WB_Hooghly
401	:	1624958798.932	     5.265	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Khargone
402	:	1624958799.484	     5.273	0	367	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Siddharthnagar
403	:	1624958799.999	     5.281	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_PY_Karaikal
404	:	1624958800.532	     5.264	0	357	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Guna
405	:	1624958801.068	     5.273	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Singrauli
406	:	1624958801.582	     5.236	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_GJ_Jamnagar
407	:	1624958802.139	     5.284	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TR_Sipahijala
409	:	1624958803.176	     4.463	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AR_Longding
408	:	1624958802.658	     5.223	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TN_Ariyalur
410	:	1624958803.693	     4.421	0	357	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_NL_Phek
411	:	1624958804.196	     5.523	0	567	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Seoni
413	:	1624958805.280	     4.457	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AR_Kra_Daadi
412	:	1624958804.742	     5.253	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_WB_Jalpaiguri
414	:	1624958805.796	     5.229	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JK_Ganderbal
415	:	1624958806.341	     5.208	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UT_Chamoli
416	:	1624958806.857	     5.229	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_BR_Arwal
418	:	1624958807.907	     4.439	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_NL_Kiphire
417	:	1624958807.398	     5.250	0	370	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_WB_South_24_Parganas
419	:	1624958808.455	     5.203	0	367	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AP_S_P_S__Nellore
420	:	1624958809.010	     5.292	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_GJ_Bhavnagar
421	:	1624958809.563	     5.315	0	357	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MH_Beed
422	:	1624958810.075	     5.263	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Sehore
423	:	1624958810.621	     5.292	0	364	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AR_West_Kameng
424	:	1624958811.165	     5.229	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Raisen
425	:	1624958811.670	     5.240	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_KL_Kottayam
427	:	1624958812.705	     4.442	0	375	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_ML_South_West_Khasi_Hills
426	:	1624958812.202	     5.268	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JH_Chatra
429	:	1624958813.789	     4.466	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MP_Shahdol
428	:	1624958813.266	     5.269	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_CT_Bilaspur
430	:	1624958814.301	     4.486	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MZ_Hnahthial
431	:	1624958814.864	     4.477	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_NL_Others
432	:	1624958815.378	     5.254	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_OR_Khordha
433	:	1624958815.912	     5.470	0	565	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Mau
434	:	1624958816.433	     5.217	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Mirzapur
436	:	1624958817.469	     4.478	0	364	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AP_Other_State
435	:	1624958816.948	     5.194	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_HR_Rewari
437	:	1624958817.985	     5.280	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_HP_Hamirpur
439	:	1624958819.044	     4.435	0	368	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AR_Upper_Subansiri
438	:	1624958818.505	     5.242	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_BR_Madhepura
440	:	1624958819.561	     5.237	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UT_Dehradun
441	:	1624958820.094	     5.203	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JH_Bokaro
442	:	1624958820.625	     5.302	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TN_Ranipet
443	:	1624958821.175	     5.302	0	364	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_HR_Kurukshetra
444	:	1624958821.685	     5.340	0	357	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_UP_Agra
445	:	1624958822.193	     5.260	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_GJ_Botad
446	:	1624958822.725	     5.267	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_PB_Kapurthala
448	:	1624958823.779	     4.473	0	364	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_AR_Lower_Siang
447	:	1624958823.255	     5.259	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_RJ_Dausa
449	:	1624958824.318	     5.368	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_CT_Surguja
451	:	1624958825.374	     4.488	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MZ_Mamit
450	:	1624958824.847	     5.234	0	367	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_KA_Uttara_Kannada
452	:	1624958825.893	     5.201	0	357	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_RJ_Kota
453	:	1624958826.421	     5.611	0	574	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_PB_S_A_S__Nagar
454	:	1624958826.927	     5.215	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_BR_Darbhanga
455	:	1624958827.433	     5.273	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MH_Dhule
456	:	1624958827.992	     5.258	0	365	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_CT_Baloda_Bazar
457	:	1624958828.515	     4.886	0	568	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_GJ_Valsad
459	:	1624958829.526	     4.480	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MZ_Lunglei
458	:	1624958829.023	     5.259	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_RJ_Jodhpur
460	:	1624958830.053	     5.269	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_RJ_Sirohi
461	:	1624958830.606	     5.233	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_RJ_Dungarpur
462	:	1624958831.139	     5.279	0	360	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_MH_Hingoli
463	:	1624958831.711	     5.259	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_BR_Samastipur
464	:	1624958832.233	     5.205	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_GJ_Morbi
465	:	1624958832.743	     5.230	0	356	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_LA_Leh
466	:	1624958833.250	     5.201	0	358	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_GJ_Kheda
467	:	1624958833.763	     5.310	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JK_Budgam
468	:	1624958834.282	     5.284	0	363	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_TN_Viluppuram
469	:	1624958834.842	     5.315	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JK_Kathua
470	:	1624958835.371	     5.234	0	361	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_KL_Thrissur
471	:	1624958835.881	     5.269	0	357	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_JK_Doda
472	:	1624958836.407	     5.345	0	362	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_RJ_Jhunjhunu
473	:	1624958836.917	     5.261	0	359	0	0	/software/Matlab/bin/matlab -nodisplay -r fit_KA_Koppal
