Dist_name,Kpar1,Kpar2,Kpar3,Kpar4,Kpar5,Population,Err_with_increasing_weights,resnorm_from_lsqnonlin,Err_with_same_weights,Max_err,Highest_cases,Confirmed,Deaths,recovered,ratio
UP_Gorakhpur,0.093383179,0.14802288,0.028667413,0.001078723,0.0045856959,4436275.0,6.6502993e-05,0.018806146,29.584271,0.0004069927,20599.0,21301,354,20809,60.844345
KA_Belagavi,0.10694671,0.15588012,0.052495947,0.0013802403,0.0034145008,4778439.0,0.0010644978,0.01385917,26.320421,0.002332945,26011.0,26538,342,26014,48.061074
KA_Davanagere,0.13879442,0.19119422,0.22707049,0.0015733997,0.00095103761,1946905.0,0.00038901161,0.038557605,21.915818,0.0019644437,21857.0,22216,264,21838,20.249944
WB_Birbhum,0.13234193,0.15031341,0.11442324,0.0014499626,0.00067768209,3502387.0,6.5570941e-05,0.020121627,20.847674,0.00049390418,9114.0,9884,89,9608,56.385355
KL_Kasaragod,0.081978973,0.1179374,0.14275539,0.00054277028,0.00064172987,1302600.0,0.0016803367,0.04241036,37.949594,0.0041868895,23190.0,25351,91,23605,13.775863
HP_Chamba,0.11135711,0.15791817,0.065026653,0.0031027969,0.001307567,518844.0,6.4559088e-05,0.038744523,33.683499,0.00063740531,2598.0,2927,51,2855,60.395231
OR_Balasore,0.12028934,0.16406977,0.069420584,0.0014644172,0.0016170167,2317419.0,0.00016702891,0.018477986,25.410167,0.0014567405,11841.0,12180,100,12013,54.320236
GJ_Rajkot,0.081601948,0.08876506,0.11771298,0.0012299095,0.00089102658,3157676.0,0.00034064695,0.011988627,31.117489,0.0012940855,18738.0,21505,198,20561,24.565395
UP_Sonbhadra,0.090539655,0.10699543,0.041759448,0.0019226943,0.0010495102,1862612.0,0.00017360653,0.040798284,24.749621,0.0013175766,4874.0,5102,73,4883,75.318004
UP_Ghazipur,0.096728185,0.087562377,0.064153436,0.0019418978,0.0012519276,3622727.0,0.00016420183,0.023668672,21.121733,0.00098583199,5001.0,5224,89,5085,53.246859
UP_Rae_Bareli,0.095055118,0.12366705,0.011401887,0.002898174,0.0067216854,3404004.0,0.00018785435,0.028681601,25.948335,0.00073909147,4930.0,5392,109,5190,213.3022
OR_Balangir,0.12808383,0.15061917,0.1198263,0.00097342023,0.0010245277,1648574.0,7.5249773e-05,0.023825971,39.183239,0.0011432525,8313.0,8738,41,8655,41.486763
TN_Tirunelveli,0.13783065,0.16234958,0.30672501,0.0026305665,0.0010408614,1665253.0,0.00081103985,0.017451679,30.890975,0.0035768756,15099.0,15475,212,15165,18.789874
BR_Muzaffarpur,0.11572391,0.11691513,0.078010368,0.0007716708,0.0026702373,4778610.0,6.2010177e-05,0.036601126,22.101321,0.0012015,11170.0,11835,45,11695,58.669582
WB_Paschim_Bardhaman,0.10339293,0.11921165,0.12247078,0.0013755283,0.00087082829,2882031.0,4.0880753e-05,0.0082789555,6.6148377,0.00044791851,14611.0,15988,165,15530,34.567739
TN_Ariyalur,0.13972796,0.14303107,0.1911518,0.0023597789,0.0011869621,752481.0,0.00019828514,0.025604793,30.714221,0.0014521517,4617.0,4662,49,4600,29.741894
KL_Thrissur,0.080362415,0.13807221,0.13706747,0.0004406988,0.00022644994,3110327.0,0.00043964861,0.006310116,14.269998,0.0011925843,67636.0,81493,359,75977,11.722038
JK_Srinagar,0.091355135,0.10949532,0.62405852,0.0019428902,0.0002375468,1269751.0,0.00023411586,0.0064862037,37.355417,0.0010608,24538.0,25817,453,25134,5.6842962
UP_Ayodhya,0.093981206,0.13923294,0.02140233,0.0015171879,0.0033498557,2468371.0,0.00012852674,0.012209791,29.571384,0.00070602343,7673.0,8052,119,7754,91.499982
UP_Pratapgarh,0.094324535,0.11927654,0.012410586,0.00131439,0.0042593635,3173752.0,0.00030713002,0.028325508,32.220651,0.0022214748,5105.0,5369,71,5253,182.2478
TN_Salem,0.13435857,0.18543153,0.16638972,0.0023109982,0.00029251084,3480008.0,0.00020574291,0.0030796148,26.669708,0.0016140833,30972.0,32162,465,31445,28.719997
TN_Nagapattinam,0.10657582,0.10881902,0.31234056,0.0022859135,0.00039761791,1614069.0,0.00029794676,0.024881978,38.295736,0.0013015388,7929.0,8327,131,8127,14.156188
KL_Alappuzha,0.070737367,0.11464655,0.14891005,0.00039541222,0.00025077975,2121943.0,0.00025330031,0.0084360165,26.00239,0.0021300337,52737.0,63092,276,59251,10.427854
WB_Uttar_Dinajpur,0.10914127,0.1252283,0.044063049,0.0020252915,0.0010748596,3000849.0,3.6565958e-05,0.018578859,14.707888,0.00047946586,6225.0,6554,72,6384,101.28753
WB_Alipurduar,0.1263713,0.14019373,0.086968217,0.0021441397,0.0020282761,1700000.0,6.737763e-05,0.013233076,19.46228,0.00077962361,7508.0,7678,85,7555,52.79991
UP_Bahraich,0.094034647,0.08134249,0.028249393,0.0026278252,0.0020261911,2384239.0,0.00022116565,0.032526572,17.844388,0.0010798741,3990.0,4097,74,3975,92.577019
TN_Namakkal,0.15303165,0.1960612,0.17080623,0.0016538221,0.00080116673,1721179.0,4.7126009e-05,0.012672508,13.991782,0.00035520498,10899.0,11471,110,11252,36.638948
MP_Rajgarh,0.093573503,0.096840623,0.035819816,0.0051339111,0.0015549118,1546541.0,0.00013906316,0.028374374,19.873183,0.00089976289,2167.0,2375,63,2233,106.56391
GJ_Gandhinagar,0.10466284,0.12240109,0.18163364,0.0014176605,0.00033186104,1387478.0,0.00062758544,0.020064269,25.613559,0.0020933829,7655.0,8409,107,8243,25.649559
TN_Erode,0.11216585,0.1324469,0.106873,0.0016524865,0.0016581345,2259608.0,3.9620663e-05,0.010730395,14.605543,0.00056700213,13220.0,14087,147,13796,38.149095
MH_Raigad,0.059370471,0.11161317,0.078961544,0.0027616961,0.00054813549,2635394.0,0.00047183883,0.039610002,34.327282,0.0020808539,65353.0,67877,1514,65455,11.482715
HR_Rewari,0.061077607,0.081628476,0.063387693,0.0010452026,0.00041255069,896129.0,0.00013403007,0.044253524,39.573622,0.0017356778,11146.0,11361,75,11209,27.639725
KL_Kottayam,0.078800849,0.11314666,0.26255439,0.00038208972,0.00028325092,1979384.0,0.0011200387,0.017699655,36.046133,0.0026424,43711.0,59698,172,53999,9.1899701
TN_Vellore,0.1060233,0.13639226,0.13946679,0.0023573717,0.00049762134,1614242.0,0.00013167578,0.0072332194,30.358799,0.0013533212,19909.0,20565,344,20036,24.216658
WB_Purba_Bardhaman,0.11555707,0.1319891,0.076682692,0.0014248921,0.0010426303,4835532.0,0.00014757433,0.016575097,15.98245,0.0012442942,11690.0,12533,99,12293,67.33761
WB_South_24_Parganas,0.11154434,0.13026059,0.14838754,0.0023349064,0.00080422002,8153176.0,4.5356741e-05,0.0018214936,9.6886941,0.00043004804,34886.0,36748,702,35709,35.048611
UP_Bulandshahr,0.08656126,0.11158006,0.014481275,0.0016647866,0.0039519571,3498507.0,0.00010984376,0.020344015,21.51292,0.00075270986,5874.0,6204,92,6032,174.40396
OR_Sundargarh,0.12025881,0.1447931,0.19093004,0.0019421779,0.00065806774,2080664.0,0.00015424971,0.014727375,30.406289,0.0014944928,14135.0,15153,175,14748,27.592949
KL_Thiruvananthapuram,0.078865854,0.12309583,0.16327415,0.00065330375,0.0005337851,3307284.0,0.00038896435,0.0038487893,22.548127,0.0012210435,77442.0,87338,698,83424,10.638744
UP_Fatehpur,0.065490473,0.058172144,0.047766578,0.0019384302,0.0013148316,2632684.0,0.00026042764,0.038629428,35.310741,0.0024033106,3690.0,3814,67,3656,40.276295
KL_Ernakulam,0.070540179,0.12102436,0.12530582,0.00030030148,0.00026521746,3279860.0,0.00058326024,0.0068583354,25.842238,0.0013549264,74705.0,96189,359,85923,10.821764
OR_Mayurbhanj,0.14218554,0.1817618,0.12209553,0.0011429914,0.001737583,2513895.0,0.00045918175,0.021155438,19.823127,0.0033284528,13656.0,14049,92,13930,43.637341
HP_Mandi,0.081801323,0.13377374,0.073840327,0.0011729915,0.00023405267,999518.0,0.00050000811,0.042667519,33.160734,0.0022821966,8848.0,9878,121,9692,28.3812
TN_Viluppuram,0.16577771,0.21000723,0.21389088,0.0015862331,0.0004815747,2093003.0,5.4249779e-05,0.022561713,25.911096,0.00057874897,14826.0,15113,110,14956,34.891402
RJ_Chittorgarh,0.17030139,0.18259068,0.21173686,0.0025547114,0.00047363492,1544392.0,0.00029272445,0.037955407,37.458691,0.0027453692,3424.0,3904,40,3758,50.739914
MP_Betul,0.074705389,0.26906711,21.807911,0.0021680339,7.8689914e-06,1575247.0,0.00013057694,0.021639048,22.596214,0.0014152691,3098.0,3438,73,3200,0.25134268
UP_Azamgarh,0.087257362,0.066531757,0.035173696,0.0024558299,0.0027613578,4616509.0,0.00045652448,0.041052745,38.718147,0.0014592191,5881.0,6011,96,5825,62.722128
WB_Purba_Medinipur,0.10581169,0.12233954,0.1031164,0.0016260636,0.0012872731,4417377.0,5.8958539e-05,0.0042338328,29.219969,0.00043569845,19396.0,20469,278,19947,40.997038
HP_Shimla,0.090973799,0.16239821,0.10664177,0.0024908252,0.00018776862,813384.0,0.0011874556,0.023153247,33.984682,0.0045140616,9431.0,10281,262,9903,19.400658
BR_Rohtas,0.12852868,0.11573283,0.30136894,0.0013650762,0.00052657475,2962593.0,0.00033534698,0.031919882,35.443975,0.0010606101,6606.0,6800,45,6692,18.034668
KA_Bagalkote,0.14176315,0.20736052,0.10647675,0.001370242,0.00041180942,1890826.0,0.00030869354,0.038767283,37.225552,0.0035961342,13625.0,13739,136,13575,39.651333
PY_Karaikal,0.10800298,0.18285603,0.107317,0.002283254,0.001422067,200222.0,7.4399359e-05,0.033120143,34.445927,0.0004920659,3711.0,3840,64,3756,12.717731
OR_Puri,0.12594213,0.20545245,0.086944822,0.0010153566,0.0010012675,1697983.0,0.00012254948,0.016848129,29.441107,0.00072218711,13861.0,14170,120,13937,31.906511
WB_Bankura,0.13422785,0.14591946,0.13131636,0.0022043879,0.001587981,3596292.0,7.3521864e-05,0.020220339,17.767158,0.00099594487,10901.0,11659,91,11343,48.929984
UP_Maharajganj,0.106034,0.18550987,0.01269124,0.002599364,0.0049056716,2665292.0,0.00015674915,0.019494534,37.768926,0.0011780528,5737.0,5796,91,5686,131.01001
GJ_Gir_Somnath,0.077571767,0.074481631,0.030207343,0.0019889063,0.0015811926,1217477.0,0.00011488353,0.040761978,7.2761486,0.0010386228,2232.0,2431,24,2354,84.91595
TN_Krishnagiri,0.10808752,0.16005266,0.037869414,0.0021850679,0.00080346329,1883731.0,8.3746082e-05,0.014330493,28.328062,0.0013073658,7696.0,8006,117,7825,74.385437
WB_Jalpaiguri,0.11242709,0.13457765,0.090451066,0.0017336722,0.00073530295,3869675.0,5.0577891e-05,0.009497055,13.362508,0.00052089599,13785.0,14559,158,14224,54.288285
TN_Tiruchirappalli,0.11307759,0.11753782,0.15898801,0.0022449592,0.0011987982,2713858.0,7.0396171e-05,0.015655361,17.775873,0.00060587813,13832.0,14503,179,14190,28.33234
KA_Mandya,0.10364277,0.13310627,0.14497064,0.0009210832,0.0014949944,1808680.0,9.1370317e-05,0.0097208949,39.849203,0.0005430748,19142.0,19586,148,19394,22.120081
UP_Ballia,0.11174489,0.10820318,0.1083429,0.0022376663,0.0012608212,3223642.0,0.00052545253,0.042716701,18.302043,0.0022003288,7594.0,7866,106,7635,40.951537
UP_Banda,0.10567028,0.10088058,0.12248014,0.0017421721,0.00044648732,1799541.0,0.00018591373,0.037396311,29.152891,0.0011047398,3599.0,3837,43,3734,35.255133
OR_Cuttack,0.11793831,0.18103145,0.13039542,0.00052994403,0.00096014775,2618708.0,0.00019771617,0.0084773521,20.540518,0.00095263947,28483.0,28911,144,28677,22.853232
WB_Darjeeling,0.10401163,0.12306406,0.25139506,0.0016411356,0.00040321703,1842034.0,7.4772486e-05,0.0081772325,15.844818,0.00057037488,17039.0,18153,201,17690,17.774164
UP_Hardoi,0.10402916,0.16671382,0.0098657695,0.0026109178,0.0038073156,4091380.0,0.00012980665,0.015141041,35.956871,0.00084140516,5744.0,5889,109,5679,219.35163
UP_Sant_Kabir_Nagar,0.10507248,0.094862567,0.049330434,0.0020937898,0.0013867128,1714300.0,0.00014600977,0.027176358,25.850277,0.00090178649,3187.0,3334,44,3229,72.529173
TN_Karur,0.1178295,0.13295417,0.088447482,0.0016003788,0.0011986808,1076588.0,4.9859763e-05,0.026684537,5.8059626,0.00042667266,5026.0,5335,50,5227,49.301113
WB_Cooch_Behar,0.1210395,0.14002971,0.10242512,0.0010619472,0.00093159016,2822780.0,9.8036411e-05,0.0094952973,18.979453,0.00064413136,11352.0,11779,72,11605,49.143377
RJ_Churu,0.14507142,0.16585979,0.07109579,0.0017942894,0.0010864911,2041172.0,5.9313433e-05,0.022624818,32.402312,0.0011211505,4182.0,4376,41,4325,100.40165
HR_Sirsa,0.08857497,0.093718201,0.085426359,0.0015603637,0.00091549978,1295114.0,0.00027677384,0.02069284,27.573745,0.002262805,7798.0,8017,116,7859,32.412247
KL_Malappuram,0.099704222,0.15365055,0.19210992,0.0004225693,0.00014762582,4110956.0,0.00032918278,0.0085131255,32.734858,0.0013715906,83438.0,98829,367,94090,13.4956
WB_Nadia,0.12830601,0.15385481,0.14112467,0.0020425663,0.00090778481,5168488.0,0.00013385351,0.0069110159,12.176068,0.0012069435,20587.0,22291,309,21697,43.597507
TN_Tiruppur,0.11603818,0.18554441,0.058766953,0.0019122784,0.0013694279,2471222.0,9.1087723e-05,0.015762633,37.460724,0.00093150847,16445.0,17542,220,17109,45.51659
WB_Murshidabad,0.12873294,0.13736917,0.11114914,0.0020364247,0.0014646805,7102430.0,0.00010208194,0.011710038,12.771433,0.00081938057,11558.0,12176,149,11806,59.785271
AP_Srikakulam,0.1100248,0.15286384,0.20749763,0.00096180071,0.0012609666,2699471.0,0.0004783627,0.0045046311,39.187366,0.0013857573,45796.0,46065,347,45665,13.911725
