   0.0000000e+00   2.9112855e+01   3.1500000e+02   3.1500000e+02
   1.2000000e+01   2.9941827e+01   2.9400000e+02   3.1378916e+02
   4.4000000e+01   3.0771896e+01   3.1900000e+02   3.1348678e+02
   2.7000000e+01   3.1601415e+01   3.2100000e+02   3.1400482e+02
   2.5000000e+01   3.2428612e+01   3.1800000e+02   3.1526560e+02
   1.5000000e+01   3.3251586e+01   2.8400000e+02   3.1720151e+02
   3.3000000e+01   3.4068650e+01   2.8400000e+02   3.1972786e+02
   5.2000000e+01   3.4877587e+01   3.0500000e+02   3.2280473e+02
   3.0000000e+01   3.5676632e+01   3.0700000e+02   3.2635369e+02
   5.0000000e+01   3.6463719e+01   3.2900000e+02   3.3032403e+02
   2.1000000e+01   3.7236719e+01   3.2400000e+02   3.3467121e+02
   3.2000000e+01   3.7993687e+01   3.3300000e+02   3.3933348e+02
   5.2000000e+01   3.8732456e+01   3.4900000e+02   3.4428072e+02
   2.3000000e+01   3.9451017e+01   3.5600000e+02   3.4945684e+02
   3.4000000e+01   4.0147547e+01   3.6400000e+02   3.5483943e+02
   5.6000000e+01   4.0820052e+01   3.9400000e+02   3.6038678e+02
   6.2000000e+01   4.1466428e+01   3.9900000e+02   3.6604496e+02
   3.7000000e+01   4.2084658e+01   4.0300000e+02   3.7176975e+02
   3.5000000e+01   4.2672726e+01   4.1700000e+02   3.7751693e+02
   4.1000000e+01   4.3230418e+01   4.0800000e+02   3.8330685e+02
   4.0000000e+01   4.3755197e+01   4.2700000e+02   3.8907670e+02
   3.5000000e+01   4.4245110e+01   4.2700000e+02   3.9478453e+02
   2.5000000e+01   4.4698343e+01   4.3000000e+02   4.0039337e+02
   4.5000000e+01   4.5113593e+01   4.3800000e+02   4.0587552e+02
   4.7000000e+01   4.5492766e+01   4.3000000e+02   4.1126138e+02
   4.0000000e+00   4.5832390e+01   3.8600000e+02   4.1648396e+02
   4.0000000e+01   4.6131085e+01   3.8500000e+02   4.2151416e+02
   4.9000000e+01   4.6387474e+01   4.1900000e+02   4.2632291e+02
   3.7000000e+01   4.6602263e+01   4.2900000e+02   4.3090517e+02
   5.7000000e+01   4.6777566e+01   4.4800000e+02   4.3527207e+02
   3.0000000e+01   4.6910282e+01   4.3900000e+02   4.3937470e+02
   4.7000000e+01   4.6999659e+01   4.5000000e+02   4.4319118e+02
   1.7000000e+01   4.7044945e+01   4.4000000e+02   4.4669967e+02
   3.6000000e+01   4.7049503e+01   4.4700000e+02   4.4991740e+02
   2.3000000e+01   4.7014051e+01   4.5100000e+02   4.5283644e+02
   4.1000000e+01   4.6936802e+01   4.5800000e+02   4.5542512e+02
   3.3000000e+01   4.6817717e+01   4.6200000e+02   4.5766835e+02
   2.7000000e+01   4.6656756e+01   4.3500000e+02   4.5955104e+02
   4.0000000e+01   4.6457635e+01   4.6000000e+02   4.6110083e+02
   2.8000000e+01   4.6220383e+01   4.2100000e+02   4.6230116e+02
   3.8000000e+01   4.5945742e+01   4.0600000e+02   4.6314444e+02
   2.1000000e+01   4.5634942e+01   4.0100000e+02   4.6362866e+02
   5.7000000e+01   4.5289354e+01   4.2500000e+02   4.6375317e+02
   6.2000000e+01   4.4910485e+01   4.7100000e+02   4.6351870e+02
   1.9000000e+01   4.4499982e+01   4.5700000e+02   4.6292739e+02
   7.8000000e+01   4.4057816e+01   5.0400000e+02   4.6198181e+02
   1.4000000e+01   4.3586554e+01   4.8600000e+02   4.6068719e+02
   6.4000000e+01   4.3088175e+01   5.0900000e+02   4.5904977e+02
   5.4000000e+01   4.2564635e+01   5.3000000e+02   4.5707709e+02
   2.3000000e+01   4.2018007e+01   5.2200000e+02   4.5477808e+02
   1.0000000e+01   4.1450486e+01   4.7400000e+02   4.5216304e+02
   4.9000000e+01   4.0864384e+01   4.9800000e+02   4.4924363e+02
   5.7000000e+01   4.0256233e+01   4.9000000e+02   4.4601100e+02
   7.0000000e+00   3.9630962e+01   4.4500000e+02   4.4248840e+02
   2.4000000e+01   3.8990843e+01   4.3800000e+02   4.3869016e+02
   4.8000000e+01   3.8337909e+01   4.6200000e+02   4.3463065e+02
   3.0000000e+01   3.7674251e+01   4.6500000e+02   4.3032538e+02
   3.4000000e+01   3.7002022e+01   4.2000000e+02   4.2579104e+02
   1.0000000e+01   3.6323434e+01   3.8200000e+02   4.2104547e+02
   3.7000000e+01   3.5633368e+01   3.7500000e+02   4.1605942e+02
  -1.3000000e+01   3.4937465e+01   3.3500000e+02   4.1087464e+02
   3.2000000e+01   3.4237458e+01   3.3100000e+02   4.0550813e+02
   2.3000000e+01   3.3534888e+01   3.3200000e+02   3.9997639e+02
   1.1000000e+01   3.2831284e+01   2.9900000e+02   3.9429664e+02
   2.0000000e+01   3.2128166e+01   2.7700000e+02   3.8848678e+02
   1.3700000e+02   3.1427042e+01   3.7900000e+02   3.8256538e+02
   7.2000000e+01   3.0724630e+01   4.3100000e+02   3.7649266e+02
   3.0000000e+00   3.0024755e+01   4.1800000e+02   3.7031750e+02
   4.8000000e+01   2.9328369e+01   4.4900000e+02   3.6405407e+02
   4.6000000e+01   2.8636371e+01   4.6200000e+02   3.5771672e+02
   4.7000000e+01   2.7949602e+01   4.4900000e+02   3.5131994e+02
   1.8000000e+01   2.7268853e+01   4.3300000e+02   3.4487838e+02
   4.0000000e+00   2.6594836e+01   3.3800000e+02   3.3840574e+02
   3.0000000e+01   2.5927430e+01   3.2900000e+02   3.3187442e+02
   4.6000000e+01   2.5267656e+01   3.5600000e+02   3.2532048e+02
   1.7000000e+01   2.4615993e+01   3.3200000e+02   3.1875430e+02
   1.7000000e+01   2.3972859e+01   3.0000000e+02   3.1218602e+02
   1.6000000e+01   2.3338609e+01   2.8600000e+02   3.0562554e+02
   2.0000000e+01   2.2713537e+01   2.4800000e+02   2.9908248e+02
   3.4000000e+01   2.2097943e+01   2.6400000e+02   2.9256527e+02
   1.2000000e+01   2.1493293e+01   2.4800000e+02   2.8606532e+02
   4.1000000e+01   2.0899019e+01   2.5600000e+02   2.7960071e+02
   1.2000000e+01   2.0315309e+01   2.4000000e+02   2.7317812e+02
   5.0000000e+00   1.9742300e+01   2.3700000e+02   2.6680383e+02
   1.0000000e+00   1.9180077e+01   2.0700000e+02   2.6048370e+02
   1.2000000e+01   1.8628674e+01   1.9600000e+02   2.5422319e+02
   4.0000000e+00   1.8088077e+01   1.7000000e+02   2.4802734e+02
   3.0000000e+00   1.7559475e+01   1.4300000e+02   2.4190052e+02
   1.3000000e+01   1.7042585e+01   1.4700000e+02   2.3584700e+02
  -6.0000000e+00   1.6537119e+01   1.3200000e+02   2.2987064e+02
   1.3000000e+01   1.6043043e+01   1.2200000e+02   2.2397480e+02
   1.6000000e+01   1.5560286e+01   1.1300000e+02   2.1816244e+02
   1.6000000e+01   1.5088739e+01   1.1400000e+02   2.1243613e+02
   7.0000000e+00   1.4628256e+01   1.1700000e+02   2.0679800e+02
   1.7000000e+01   1.4179235e+01   1.3300000e+02   2.0125301e+02
   7.0000000e+00   1.3741950e+01   1.3200000e+02   1.9580523e+02
   3.0000000e+00   1.3315800e+01   1.2600000e+02   1.9045363e+02
  -1.0000000e+01   1.2900631e+01   1.2000000e+02   1.8519950e+02
   4.0000000e+00   1.2496269e+01   9.5000000e+01   1.8004377e+02
   2.5000000e+01   1.2102510e+01   1.1200000e+02   1.7498702e+02
   4.0000000e+00   1.1719127e+01   1.0800000e+02   1.7002949e+02
   3.0000000e+00   1.1346049e+01   9.8000000e+01   1.6517251e+02
   1.0000000e+00   1.0983874e+01   9.9000000e+01   1.6042250e+02
   3.0000000e+00   1.0631816e+01   8.4000000e+01   1.5577488e+02
   8.0000000e+00   1.0289661e+01   8.6000000e+01   1.5122940e+02
   3.0000000e+00   9.9571801e+00   7.9000000e+01   1.4678556e+02
   9.0000000e+00   9.6341247e+00   7.7000000e+01   1.4244253e+02
   2.0000000e+00   9.3202315e+00   6.4000000e+01   1.3819927e+02
   5.0000000e+00   9.0152203e+00   6.6000000e+01   1.3405440e+02
   4.0000000e+00   8.7197262e+00   6.5000000e+01   1.3001455e+02
   6.0000000e+00   8.4330865e+00   6.4000000e+01   1.2607472e+02
   9.0000000e+00   8.1550001e+00   6.7000000e+01   1.2223298e+02
   1.1000000e+01   7.8852347e+00   7.7000000e+01   1.1848787e+02
   9.0000000e+00   7.6235502e+00   8.0000000e+01   1.1483775e+02
   1.6000000e+01   7.3696984e+00   9.0000000e+01   1.1128076e+02
   1.3000000e+01   7.1234231e+00   9.3000000e+01   1.0781485e+02
   7.0000000e+00   6.8849072e+00   9.5000000e+01   1.0444312e+02
   2.3000000e+01   6.6540090e+00   1.1200000e+02   1.0116470e+02
   7.0000000e+00   6.4303084e+00   1.1000000e+02   9.7975224e+01
   1.0000000e+00   6.2136016e+00   1.0600000e+02   9.4872858e+01
   3.0000000e+00   6.0036833e+00   1.0300000e+02   9.1855625e+01
   1.3000000e+01   5.8003467e+00   1.0700000e+02   8.8921428e+01
   1.0000000e+01   5.6033832e+00   1.0800000e+02   8.6068047e+01
   8.0000000e+00   5.4127056e+00   1.0800000e+02   8.3295660e+01
   9.0000000e+00   5.2283554e+00   1.0000000e+02   8.0607010e+01
   9.0000000e+00   5.0499577e+00   9.0000000e+01   7.7996170e+01
   6.0000000e+00   4.8773383e+00   7.4000000e+01   7.5461250e+01
   3.0000000e+00   4.7103242e+00   7.2000000e+01   7.3000299e+01
   8.0000000e+00   4.5487442e+00   7.5000000e+01   7.0611304e+01
   3.0000000e+00   4.3924283e+00   7.4000000e+01   6.8292189e+01
   9.0000000e+00   4.2412081e+00   7.9000000e+01   6.6040815e+01
   3.0000000e+00   4.0950151e+00   7.4000000e+01   6.3858560e+01
   1.1000000e+01   3.9537253e+00   7.7000000e+01   6.1744671e+01
   1.0000000e+00   3.8171319e+00   7.8000000e+01   5.9695273e+01
   8.0000000e+00   3.6850903e+00   8.1000000e+01   5.7708626e+01
   3.0000000e+00   3.5574585e+00   8.1000000e+01   5.5782977e+01
   3.0000000e+00   3.4340973e+00   6.8000000e+01   5.3916556e+01
   3.0000000e+00   3.3148703e+00   7.1000000e+01   5.2107580e+01
   5.0000000e+00   3.1996437e+00   6.8000000e+01   5.0354248e+01
   4.0000000e+00   3.0883313e+00   6.9000000e+01   4.8657741e+01
   0.0000000e+00   2.9807941e+00   6.9000000e+01   4.7015504e+01
   1.4000000e+01   2.8769036e+00   7.6000000e+01   4.5425476e+01
   5.0000000e+00   2.7765425e+00   6.4000000e+01   4.3886165e+01
   8.0000000e+00   2.6795969e+00   6.8000000e+01   4.2396090e+01
   1.0000000e+00   2.5859559e+00   6.5000000e+01   4.0953781e+01
   1.0000000e+01   2.4955120e+00   7.4000000e+01   3.9557779e+01
   7.0000000e+00   2.4081606e+00   7.8000000e+01   3.8206703e+01
   5.0000000e+00   2.3238023e+00   8.1000000e+01   3.6900558e+01
   2.0000000e+00   2.2423379e+00   6.6000000e+01   3.5637130e+01
   4.0000000e+00   2.1636724e+00   6.9000000e+01   3.4415142e+01
   4.0000000e+00   2.0877143e+00   6.7000000e+01   3.3233343e+01
   1.0000000e+00   2.0143750e+00   6.0000000e+01   3.2090500e+01
   1.0000000e+00   1.9435692e+00   6.1000000e+01   3.0985405e+01
