0,164.178320345906,250,250
19,172.397057068091,268,379.551697856343
19,180.966844725438,280,501.998819712749
34,189.896348018029,283,618.523464638964
27,199.193643050676,296,730.149925581174
97,208.866185967985,378,837.804547830575
102,218.921085468036,471,942.35084833714
63,229.363866653087,520,1044.44708459925
149,240.199968137327,621,1144.79401530854
70,251.433405314373,685,1243.94845952828
261,263.062836026554,932,1342.22373927473
206,275.093960474393,1134,1440.30016292723
179,287.528957967606,1266,1538.686725762
163,300.357391640791,1401,1637.39946751466
233,313.584210555428,1605,1737.05560679103
198,327.205942002254,1783,1837.98326998715
369,341.203845716061,2141,1940.0874546472
111,355.579826356109,2229,2043.84531689914
154,370.322220242986,2248,2149.42191968701
413,385.404826317881,2640,2256.717116239
129,400.824447760965,2697,2366.05043292495
156,416.559127947791,2796,2477.46173036133
395,432.576058276107,3083,2590.85567780006
489,448.865203469816,3365,2706.42064918666
606,465.379252619386,3859,2823.95825170081
197,482.076974861558,3698,2943.32952218064
551,498.951506409574,4056,3064.73141984516
243,515.97785324708,3915,3188.18368925001
430,533.131021357717,4179,3313.70607495085
564,550.285659061554,4644,3440.38533963846
270,567.454360341094,4795,3568.59066726379
520,584.602820169168,5209,3698.25524193536
444,601.69501406371,5320,3829.29626273198
579,618.657368529223,5831,3961.25199189663
1078,635.398041962499,6056,4093.47633372789
634,651.906803975424,5611,4226.1467959372
837,668.136325337867,6071,4359.06649243654
732,684.039276819698,6260,4492.0385371379
639,699.513437455956,6776,4624.09703394109
518,714.521682724988,7109,4755.18806041215
339,729.016040053005,6706,4885.10571749024
471,742.94211933852,6902,5013.55419926299
534,756.24655025147,6932,5140.08529566206
575,768.877699664109,6748,5263.99117289697
555,780.779966739465,6349,5385.1569686625
633,791.899399070089,6697,5503.2214639655
522,802.182044248532,6902,5617.82343981288
669,811.687189026633,6900,5728.52715132588
490,820.343273078568,5972,5834.98296777928
386,828.074528297214,5949,5936.84402770738
512,834.835827762771,6200,6033.74330381465
731,840.582044555437,5792,6125.31376880556
670,845.268051755411,6194,6211.18839538455
974,848.894238711204,6918,6291.11269056118
516,851.761540515264,6782,6365.57522987186
277,853.611381197675,6216,6433.68125513671
603,854.421624738519,6150,6495.12058170214
468,854.170135117872,6054,6549.58302491453
674,852.834776315815,6224,6596.75840012025
747,850.393412312427,6608,6636.33652266569
1690,847.068884399434,8129,6669.18157702636
1280,842.984891441205,9272,6695.68247996708
815,837.964908525344,9555,6714.78893931985
1036,832.015873823224,10195,6726.33014592049
540,825.144725506217,9506,6730.13529060481
790,817.358401745696,9431,6726.03356420862
738,808.663840713034,9193,6713.85415756774
678,799.466277560901,9468,6696.44568859762
399,789.598179133864,9239,6672.31470831123
531,779.055664255347,9508,6641.20838776086
737,767.870684655882,9661,6603.14554165957
791,756.075192065999,9680,6558.14498472039
803,743.701138216232,9537,6506.22553165636
698,730.836172589552,8263,6448.17141904104
734,717.655265364706,8132,6385.96688105095
947,704.09152632368,7956,6318.27240491127
1130,690.189550238475,8435,6245.28055131044
472,675.993931881092,7994,6167.18388093684
629,661.549266023532,7942,6084.17495447891
530,646.900147437795,8071,5996.44633262505
678,632.079403556687,8241,5905.33853959786
417,617.131089096146,8288,5811.09682128979
303,602.10344974071,8274,5713.55757338117
318,587.040035229225,8012,5613.01530483728
430,571.984395300536,7722,5509.76452462343
417,556.980079693488,7639,5404.09974170491
313,542.063460157786,7346,5296.32719370723
315,527.117627752052,6578,5187.00357518859
255,512.281048377157,6715,5076.26830440694
182,497.587787348857,6479,4964.43138764493
132,483.071909982907,5362,4851.80283118521
221,468.767481595062,4828,4738.69264131046
153,454.70856750108,4669,4625.41082430334
217,440.842990089924,4495,4511.92534333249
147,427.115026111348,4432,4398.19009941076
135,413.635434039223,4406,4284.81926714624
75,400.425940972708,4098,4172.07391893005
47,387.508274010961,3437,4060.21512715332
114,374.904160253142,3301,3949.50396420715
91,362.635326798409,2958,3840.20150248267
58,350.548518908955,2547,3731.41876440324
83,338.718155104374,2415,3623.76313125368
69,327.184762657011,2403,3517.61923761267
72,315.957799784051,2436,3413.16751991758
36,305.046724702683,2396,3310.58841460575
81,294.460995630094,1330,3210.06235811453
64,284.184151563738,1272,3111.5158801004
68,274.114174249971,1274,3014.0373844417
56,264.3325349133,1328,2918.51275284219
69,254.84032984175,1397,2825.04050760226
49,245.638655323347,1335,2733.71917102229
