1 1020
2 1033
3 1064
4 1112
5 1144
6 1181
7 1221
8 1287
9 1326
10 1361
11 1411
12 1476
13 1515
14 1557
15 1615
16 1672
17 1739
18 1821
19 1917
20 1986
21 2051
22 2144
23 2220
24 2298
25 2355
26 2427
27 2513
28 2614
29 2711
30 2795
31 2888
32 3004
33 3118
34 3210
35 3344
36 3462
37 3559
38 3673
39 3786
40 3898
41 3998
42 4133
43 4263
44 4355
45 4487
46 4619
47 4728
48 4853
49 5027
50 5178
51 5327
52 5489
53 5602
54 5767
55 5910
56 6087
57 6231
58 6382
59 6523
60 6669
61 6818
62 6981
63 7140
64 7281
65 7417
66 7565
67 7714
68 7849
69 7973
70 8095
71 8186
72 8279
73 8349
74 8422
75 8518
76 8590
77 8681
78 8758
79 8828
80 8887
81 8939
82 9017
83 9083
84 9151
85 9206
86 9267
87 9320
88 9358
89 9410
90 9469
91 9529
92 9580
93 9651
94 9701
95 9749
96 9809
97 9857
98 9902
99 9937
100 9978
101 10013
102 10044
103 10065
104 10100
105 10140
106 10180
107 10225
108 10250
109 10283
110 10320
111 10358
112 10386
113 10413
114 10445
115 10478
116 10506
117 10527
118 10555
119 10581
120 10605
121 10635
122 10658
123 10686
124 10709
125 10750
126 10783
127 10814
128 10839
129 10875
130 10899
131 10899
