Dist_name,Kpar1,Kpar2,Kpar3,Kpar4,Kpar5,Population,Err_with_increasing_weights,resnorm_from_lsqnonlin,Err_with_same_weights,Max_err,Highest_cases,Confirmed,Deaths,recovered,ratio
UP_Mau,0.0925411,0.075750584,0.037313198,0.0017150651,0.002853244,2205170.0,0.0002049899,0.031523761,10.915325,0.00088911939,2772.0,2772,35,2581,73.58296
UP_Meerut,0.079263236,0.16495071,0.017200057,0.0021098745,0.00028647606,3447405.0,0.00037757853,0.010138861,37.55825,0.00086275203,13073.0,13073,315,11442,97.722833
UP_Moradabad,0.085653713,0.126768,0.014220854,0.0011440594,0.0059591522,4773138.0,9.2683903e-05,0.027314319,9.5183913,0.00078788811,10331.0,10331,165,9624,162.16665
UP_Muzaffarnagar,0.10132452,0.29040559,0.0064965288,0.0022734934,0.0015924811,4138605.0,0.000519633,0.039422215,19.509692,0.001590215,5927.0,5927,79,5437,162.55463
UP_Pratapgarh,0.094498068,0.14002669,0.0090422476,0.0012772415,0.0049346773,3173752.0,0.0005408429,0.038994507,21.153737,0.0032401085,4325.0,4325,53,3987,266.42677
UP_Prayagraj,0.10092579,0.15618911,0.035166387,0.00134797,0.0037997677,5959798.0,0.00019598691,0.0024758303,4.910806,0.00061709426,23313.0,23313,322,21673,76.149953
UP_Rae_Bareli,0.09393241,0.13920986,0.0083658737,0.0030715096,0.0075153058,3404004.0,0.00043520056,0.034000907,11.08201,0.0011080301,3784.0,3784,93,3390,332.34493
UP_Rampur,0.10114732,0.19241473,0.0121902,0.0010139996,0.0051959899,2335398.0,0.00077858472,0.038528246,29.221557,0.0034281725,4995.0,4995,47,4836,122.47986
UP_Saharanpur,0.079708135,0.15604782,0.0096024959,0.0016549478,0.009250687,3464228.0,0.0011136988,0.017682678,13.406458,0.0017973497,7715.0,7715,118,7365,126.33276
UP_Sant_Kabir_Nagar,0.099913741,0.087598443,0.039762108,0.0020343671,0.0017072326,1714300.0,0.00022448581,0.030320053,10.669287,0.00097872861,2931.0,2931,40,2797,80.829701
UP_Shahjahanpur,0.096974991,0.13233489,0.016913243,0.0015995039,0.0039992476,3002376.0,0.00061615112,0.018987907,14.511766,0.0018300593,6277.0,6277,90,5972,147.00953
UP_Sonbhadra,0.079447886,0.11735028,0.010312232,0.0019246283,0.0036265605,1862612.0,0.00025538243,0.032061726,4.4798519,0.001039161,3614.0,3614,50,3147,210.60526
UP_Unnao,0.077611647,0.13844006,0.0043399066,0.0023947241,0.0088904062,3110595.0,0.00034658573,0.028167398,5.2094878,0.0011858883,3942.0,3942,74,3518,300.70103
UP_Varanasi,0.085156621,0.10092746,0.061077755,0.0017605777,0.0027570512,3682194.0,0.00019883541,0.0032102944,6.492455,0.00070333471,17268.0,17268,323,15560,47.682916
UT_Nainital,0.090564479,0.1673292,0.049374299,0.0023663762,0.00062408591,955128.0,0.00052294351,0.03700886,17.173771,0.0013899946,7142.0,7142,142,6507,40.510047
WB_Alipurduar,0.12544901,0.14320771,0.072385459,0.0021478591,0.0023700532,1700000.0,0.00014983195,0.01514066,5.7410513,0.0011924396,6251.0,6251,75,5747,68.32208
WB_Bankura,0.13967617,0.18016299,0.041365208,0.0025356324,0.0037186125,3596292.0,0.00013806249,0.021248142,6.4551566,0.0021378292,7468.0,7468,71,6645,139.8544
WB_Birbhum,0.11380719,0.12652982,0.092534172,0.0014005633,0.0007987584,3502387.0,0.00021562306,0.042989127,17.191615,0.0015636312,5811.0,5811,51,4946,64.817574
WB_Cooch_Behar,0.12022109,0.14748705,0.056577118,0.0011322872,0.0015598089,2822780.0,0.00018295003,0.012145866,8.1612343,0.0018082525,8135.0,8135,51,7106,91.35673
WB_Darjeeling,0.079870313,0.093181048,0.0785443,0.0016728211,0.0012010714,1842034.0,0.00027309075,0.012955974,15.073544,0.0020420483,10870.0,10870,138,9301,38.204357
WB_Hooghly,0.1113879,0.13970201,0.067721397,0.0021155902,0.0020193503,5520389.0,7.7796926e-05,0.0041147317,10.991345,0.0011262375,17344.0,17344,299,15147,73.90128
WB_Jalpaiguri,0.10836846,0.12638402,0.063552907,0.0017580642,0.0013299005,3869675.0,0.00026583983,0.021738627,8.8990677,0.0028968663,8600.0,8600,85,7269,82.564573
WB_Malda,0.10998075,0.12281941,0.10443636,0.001582621,0.00090590837,3997970.0,0.0002288704,0.023499693,38.923693,0.0019028247,9279.0,9279,77,8145,53.553578
WB_Murshidabad,0.11588418,0.12128663,0.074739895,0.0019954957,0.0021135886,7102430.0,0.00018773588,0.021180326,6.4272445,0.0016838081,8249.0,8249,93,7190,77.911483
WB_Nadia,0.096082971,0.10864394,0.089599508,0.0019533896,0.0016329047,5168488.0,0.00040169878,0.019658321,7.3724066,0.0031691062,11355.0,11355,133,9324,52.255368
WB_Paschim_Bardhaman,0.1042103,0.11858591,0.084977935,0.0013821094,0.0014307339,2882031.0,0.00012580974,0.011639971,4.1184494,0.0010458272,9785.0,9785,94,8510,54.243354
WB_Paschim_Medinipur,0.11672109,0.1660062,0.037412689,0.0021109787,0.0039371294,5094238.0,0.00043779969,0.010934925,33.281215,0.0033706768,13463.0,13463,202,11520,112.20671
WB_Purba_Bardhaman,0.098394241,0.11609561,0.032895268,0.0016802229,0.0019143047,4835532.0,0.00034931866,0.01969117,8.8209324,0.0026440666,7311.0,7311,71,6125,136.95167
WB_Purba_Medinipur,0.10909592,0.14018969,0.047965668,0.0017002673,0.0023735812,4417377.0,0.00014705204,0.0059531148,18.400591,0.00082352438,14275.0,14275,181,12704,86.959188
WB_Purulia,0.1149072,0.13834154,0.022291445,0.0012064896,0.0041610031,2927965.0,0.00025001675,0.028875557,5.208341,0.0019725216,4983.0,4983,26,4338,185.17533
WB_South_24_Parganas,0.098533022,0.11398255,0.095872326,0.0023342881,0.0012859271,8153176.0,8.7904647e-05,0.0032188079,7.5384893,0.00065323837,23359.0,23359,438,20475,49.308266
WB_Uttar_Dinajpur,0.11640348,0.13072122,0.053692445,0.002123598,0.0009881931,3000849.0,7.6614238e-05,0.02858805,9.8327904,0.00083908735,4606.0,4606,51,4214,108.48488
