1 947
2 953
3 962
4 962
5 964
6 969
7 973
8 975
9 979
10 981
11 983
12 988
13 990
14 992
15 998
16 1017
17 1024
18 1031
19 1031
20 1032
21 1033
22 1033
23 1035
24 1036
25 1037
26 1037
27 1037
28 1037
29 1037
30 1038
31 1039
32 1039
33 1039
34 1044
35 1044
36 1048
37 1051
38 1051
39 1051
40 1051
41 1051
42 1053
43 1054
44 1056
45 1058
46 1058
47 1058
48 1058
49 1063
50 1063
51 1064
52 1074
53 1074
54 1074
55 1082
56 1082
57 1082
58 1092
59 1102
60 1109
61 1109
62 1110
63 1110
64 1112
65 1112
66 1112
67 1113
68 1113
69 1120
70 1127
71 1125
72 1131
73 1131
74 1131
75 1131
76 1139
77 1148
78 1155
79 1165
80 1165
81 1165
82 1171
83 1190
84 1200
85 1207
86 1211
87 1218
88 1218
89 1218
90 1218
91 1218
92 1226
93 1232
94 1233
95 1233
96 1233
97 1239
98 1245
99 1250
100 1254
101 1254
102 1254
103 1254
104 1254
105 1254
106 1262
107 1268
108 1269
109 1269
110 1269
111 1271
112 1271
113 1273
114 1274
115 1274
116 1277
117 1277
